id,latitude,longitude,location,vehicle_number,vehicle_type,description,violation_type,offence_code,created_datetime,closed_datetime,modified_datetime,device_id,created_by_id,center_code,police_station,data_sent_to_scita,junction_name,action_taken_timestamp,data_sent_to_scita_timestamp,updated_vehicle_number,updated_vehicle_type,validation_status,validation_timestamp
FKID008265,12.97598,77.711,"ITPL Main Road, RMZ Centennial, Industrial Area Phase 1, Doddanekundi, Bengaluru, Karnataka. Pin-560066 (India)",FKN00GL7918,MAXI-CAB,,"[""WRONG PARKING""]",[112],2024-02-03 05:58:46+00,,2024-02-03 06:07:39.919528+00,FKDEV00333,FKUSR00332,13.0,HAL Old Airport,True,No Junction,,,,,,
FKID008266,12.9753483,77.7110333,"ITPL Main Road, RMZ Centennial, Industrial Area Phase 1, Doddanekundi, Bengaluru, Karnataka. Pin-560066 (India)",FKN00GL7919,MAXI-CAB,,"[""NO PARKING""]",[113],2024-02-03 05:59:46+00,,2024-02-03 06:07:40.985159+00,FKDEV00333,FKUSR00332,13.0,HAL Old Airport,True,No Junction,,,,,,
FKID008267,12.9716183,77.71236,"ITPL Main Road, SJR Brooklyn Apartment, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL7920,MAXI-CAB,,"[""WRONG PARKING""]",[112],2024-02-03 05:59:46+00,,2024-02-03 06:07:41.641667+00,FKDEV00333,FKUSR00332,13.0,HAL Old Airport,True,No Junction,,,,,,
FKID008268,12.998328,77.5530909,"80 Feet Ring Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL7921,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-02-03 06:06:46+00,,2024-02-03 06:07:47.399025+00,FKDEV00539,FKUSR00528,19.0,Malleshwaram,True,BTP008 - Navarang Theatre,,,,,,
FKID008269,13.0705748,77.5877488,"Sahakar Nagar Road, Fortune Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL7922,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-02-03 06:00:46+00,,2024-02-03 06:07:59.840973+00,FKDEV00613,FKUSR00595,,Kodigehalli,True,No Junction,,,,,,
FKID008270,12.9784132,77.5736383,"Major T Ramachandrappa Road, AT Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL7923,PRIVATE BUS,,"[""NO PARKING""]",[113],2024-01-24 20:20:46+00,,2024-02-03 06:08:45.750163+00,FKDEV00390,FKUSR00027,3.0,Upparpet,True,BTP057 - Anand Rao Junction,,,FKN00GL7923,PRIVATE BUS,approved,2024-02-04 02:24:58.193+00
FKID008271,12.9864161,77.5558549,"10th Main Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL7924,SCOOTER,,"[""NO PARKING""]",[113],2024-02-03 05:53:46+00,,2024-02-03 06:08:48.130383+00,FKDEV01035,FKUSR00992,6.0,Rajajinagar,True,"BTP210 - 50th cross, 12th Main , Rajajinagar",,,,,,
FKID008272,12.9863288,77.5558575,"10th Main Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL7925,SCOOTER,,"[""WRONG PARKING""]",[112],2024-02-03 06:02:46+00,,2024-02-03 06:08:50.28807+00,FKDEV01035,FKUSR00992,6.0,Rajajinagar,True,"BTP210 - 50th cross, 12th Main , Rajajinagar",,,,,,
FKID008273,13.0121788,77.5527807,"Da Ra Bendre Road, Renaissance Temple Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL7926,CAR,,"[""NO PARKING""]",[113],2024-02-03 04:31:46+00,,2024-02-03 06:10:08.910372+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,False,No Junction,,,,,,
FKID008274,12.9784674,77.5733948,"Gururaja Pharmacy, 15, Dhanvanthari Road, Gandhinagar, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560009, India",FKN00GL7927,BUS (BMTC/KSRTC),,"[""NO PARKING""]",[113],2024-01-24 20:18:46+00,,2024-02-03 06:09:24.388795+00,FKDEV00390,FKUSR00027,3.0,Upparpet,True,BTP057 - Anand Rao Junction,,,FKN00GL7927,BUS (BMTC/KSRTC),approved,2024-02-04 02:25:06.919+00
FKID008275,13.0112481,77.5509509,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL7928,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-02-03 04:14:46+00,,2024-02-03 06:09:31.68148+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,True,BTP023 - Mahalaxmi Layout Entrance,,,,,,
FKID008276,13.0112481,77.5509509,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL7929,CAR,,"[""NO PARKING""]",[113],2024-02-03 04:15:46+00,,2024-02-03 06:09:36.444033+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,False,BTP023 - Mahalaxmi Layout Entrance,,,,,,
FKID008277,13.0112481,77.5509509,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL7929,CAR,,"[""NO PARKING""]",[113],2024-02-03 04:15:46+00,,2024-02-03 06:09:36.642313+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,False,BTP023 - Mahalaxmi Layout Entrance,,,,,,
FKID008278,12.9791584,77.5726533,"BTS Bus Station Road, Ayurvedic Hospital Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL7930,BUS (BMTC/KSRTC),,"[""NO PARKING""]",[113],2024-01-24 19:55:46+00,,2024-02-03 06:09:49.930034+00,FKDEV00390,FKUSR00027,3.0,Upparpet,True,BTP057 - Anand Rao Junction,,,FKN00GL7930,BUS (BMTC/KSRTC),rejected,2024-02-04 02:24:34.241+00
FKID008279,13.0118759,77.5522556,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL7931,SCOOTER,,"[""NO PARKING""]",[113],2024-02-03 04:17:46+00,,2024-02-03 06:09:50.033326+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,False,No Junction,,,,,,
FKID008280,13.0118759,77.5522556,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL7931,SCOOTER,,"[""NO PARKING""]",[113],2024-02-03 04:17:46+00,,2024-02-03 06:09:50.280636+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,False,No Junction,,,,,,
FKID008281,13.0118759,77.5522556,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL7931,SCOOTER,,"[""NO PARKING""]",[113],2024-02-03 04:17:46+00,,2024-02-03 06:09:50.488705+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,False,No Junction,,,,,,
FKID008282,13.0119343,77.5523152,"Da Ra Bendre Road, Phoenix Kessaku, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL7932,CAR,,"[""NO PARKING""]",[113],2024-02-03 04:24:46+00,,2024-02-03 06:09:57.173771+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,True,No Junction,,,,,,
FKID008283,13.0118258,77.5522002,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL7933,CAR,,"[""NO PARKING""]",[113],2024-02-03 04:27:46+00,,2024-02-03 06:10:01.084179+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,True,No Junction,,,,,,
FKID008284,12.9730825,77.5790789,"3rd Cross Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL7934,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-02-03 05:27:46+00,,2024-02-03 06:10:06.764996+00,FKDEV00267,FKUSR00266,3.0,Upparpet,True,BTP044 - Sagar Theatre Junction,,,,,,
FKID008285,12.9730825,77.5790789,"3rd Cross Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL7935,SCOOTER,,"[""WRONG PARKING""]",[112],2024-02-03 06:08:46+00,,2024-02-03 06:10:07.482599+00,FKDEV00267,FKUSR00266,3.0,Upparpet,True,BTP044 - Sagar Theatre Junction,,,,,,
FKID008286,12.9730825,77.5790789,"3rd Cross Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL7936,SCOOTER,,"[""WRONG PARKING""]",[112],2024-02-03 06:08:46+00,,2024-02-03 06:10:08.310451+00,FKDEV00267,FKUSR00266,3.0,Upparpet,True,BTP044 - Sagar Theatre Junction,,,,,,
FKID008287,13.0119343,77.5523152,"Da Ra Bendre Road, Phoenix Kessaku, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL7932,CAR,,"[""NO PARKING""]",[113],2024-02-03 04:24:46+00,,2024-02-03 06:09:57.212366+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,False,No Junction,,,,,,
FKID008288,13.0119343,77.5523152,"Da Ra Bendre Road, Phoenix Kessaku, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL7932,CAR,,"[""NO PARKING""]",[113],2024-02-03 04:24:46+00,,2024-02-03 06:09:57.281786+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,False,No Junction,,,,,,
FKID008289,13.0119343,77.5523152,"Da Ra Bendre Road, Phoenix Kessaku, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL7932,CAR,,"[""NO PARKING""]",[113],2024-02-03 04:24:46+00,,2024-02-03 06:09:57.46712+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,False,No Junction,,,,,,
FKID008290,13.0118258,77.5522002,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL7933,CAR,,"[""NO PARKING""]",[113],2024-02-03 04:27:46+00,,2024-02-03 06:10:06.092552+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,False,No Junction,,,,,,
FKID008291,13.0118258,77.5522002,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL7933,CAR,,"[""NO PARKING""]",[113],2024-02-03 04:27:46+00,,2024-02-03 06:10:06.415735+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,False,No Junction,,,,,,
FKID008292,13.0118258,77.5522002,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL7933,CAR,,"[""NO PARKING""]",[113],2024-02-03 04:27:46+00,,2024-02-03 06:10:06.806347+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,False,No Junction,,,,,,
FKID008293,13.0121788,77.5527807,"Da Ra Bendre Road, Phoenix Kessaku, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL7937,CAR,,"[""NO PARKING""]",[113],2024-02-03 04:32:46+00,,2024-02-03 06:10:15.091659+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,True,No Junction,,,,,,
FKID008294,13.0121788,77.5527807,"Da Ra Bendre Road, Renaissance Temple Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL7926,CAR,,"[""NO PARKING""]",[113],2024-02-03 04:31:46+00,,2024-02-03 06:10:09.488828+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,False,No Junction,,,,,,
FKID008295,13.0121788,77.5527807,"Da Ra Bendre Road, Renaissance Temple Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL7926,CAR,,"[""NO PARKING""]",[113],2024-02-03 04:31:46+00,,2024-02-03 06:10:13.842063+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,False,No Junction,,,,,,
FKID008296,13.0122151,77.5528425,"Da Ra Bendre Road, Renaissance Temple Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL7938,CAR,,"[""NO PARKING""]",[113],2024-02-03 04:32:46+00,,2024-02-03 06:10:18.074596+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,True,No Junction,,,,,,
FKID008297,13.0121788,77.5527807,"Da Ra Bendre Road, Phoenix Kessaku, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL7937,CAR,,"[""NO PARKING""]",[113],2024-02-03 04:32:46+00,,2024-02-03 06:10:16.648759+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,False,No Junction,,,,,,
FKID008298,13.0121788,77.5527807,"Da Ra Bendre Road, Phoenix Kessaku, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL7937,CAR,,"[""NO PARKING""]",[113],2024-02-03 04:32:46+00,,2024-02-03 06:10:16.653542+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,False,No Junction,,,,,,
FKID008299,13.0121788,77.5527807,"Da Ra Bendre Road, Phoenix Kessaku, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL7937,CAR,,"[""NO PARKING""]",[113],2024-02-03 04:32:46+00,,2024-02-03 06:10:17.308859+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,False,No Junction,,,,,,
FKID008300,12.9741793,77.5783316,"Kempegowda Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL7939,CAR,,"[""WRONG PARKING""]",[112],2024-02-03 05:33:46+00,,2024-02-03 06:10:21.676197+00,FKDEV00267,FKUSR00266,3.0,Upparpet,True,BTP044 - Sagar Theatre Junction,,,,,,
FKID008301,13.0120398,77.5525803,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL7940,SCOOTER,,"[""NO PARKING""]",[113],2024-02-03 06:03:46+00,,2024-02-03 06:10:24.34393+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,True,No Junction,,,,,,
FKID008302,13.0122151,77.5528425,"Da Ra Bendre Road, Renaissance Temple Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL7938,CAR,,"[""NO PARKING""]",[113],2024-02-03 04:32:46+00,,2024-02-03 06:10:24.149297+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,False,No Junction,,,,,,
FKID008303,13.0122151,77.5528425,"Da Ra Bendre Road, Renaissance Temple Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL7938,CAR,,"[""NO PARKING""]",[113],2024-02-03 04:32:46+00,,2024-02-03 06:10:24.585253+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,False,No Junction,,,,,,
FKID008304,13.0122151,77.5528425,"Da Ra Bendre Road, Renaissance Temple Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL7938,CAR,,"[""NO PARKING""]",[113],2024-02-03 04:32:46+00,,2024-02-03 06:10:24.633941+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,False,No Junction,,,,,,
FKID008305,13.0120398,77.5525803,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL7940,SCOOTER,,"[""NO PARKING""]",[113],2024-02-03 06:03:46+00,,2024-02-03 06:10:25.287063+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,False,No Junction,,,,,,
FKID008306,13.0120398,77.5525803,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL7940,SCOOTER,,"[""NO PARKING""]",[113],2024-02-03 06:03:46+00,,2024-02-03 06:10:26.094592+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,False,No Junction,,,,,,
FKID008307,12.9793166,77.5724649,"BTS Bus Station Road, Ayurvedic Hospital Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL7941,BUS (BMTC/KSRTC),,"[""NO PARKING""]",[113],2024-01-24 19:53:46+00,,2024-02-03 06:10:58.093658+00,FKDEV00390,FKUSR00027,3.0,Upparpet,True,BTP057 - Anand Rao Junction,,,FKN00GL7941,BUS (BMTC/KSRTC),rejected,2024-02-04 02:24:35.675+00
FKID008308,13.0716046,77.5882183,"Sahakar Nagar Road, Fortune Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL7942,SCOOTER,,"[""NO PARKING""]",[113],2024-02-03 06:10:46+00,,2024-02-03 06:11:22.499592+00,FKDEV00613,FKUSR00595,,Kodigehalli,True,No Junction,,,,,,
FKID008309,12.9733936,77.5509214,"1st Cross Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL7943,SCOOTER,,"[""WRONG PARKING""]",[112],2024-02-03 05:54:46+00,,2024-02-03 06:11:29.023295+00,FKDEV00622,FKUSR00603,29.0,Magadi Road,True,"BTP070 - Cholurpalya Junction, Magadi Road",,,,,,
FKID008310,12.9675723,77.5358519,"21st Main Road, Ganga Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL7944,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-02-03 06:07:46+00,,2024-02-03 06:12:02.18358+00,FKDEV00387,FKUSR00384,30.0,Vijayanagara,True,"BTP022 - Marenahalli Junction, Vijayanagar",,,,,,
FKID008311,13.0716044,77.5882443,"Sahakar Nagar Road, Olivia, Raintree Boulevard, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL7945,SCOOTER,,"[""NO PARKING""]",[113],2024-02-03 06:10:46+00,,2024-02-03 06:12:03.758394+00,FKDEV00613,FKUSR00595,,Kodigehalli,True,No Junction,,,,,,
FKID008312,12.9733936,77.5509214,"1st Cross Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL7946,SCOOTER,,"[""WRONG PARKING""]",[112],2024-02-03 05:54:46+00,,2024-02-03 06:12:14.374808+00,FKDEV00622,FKUSR00603,29.0,Magadi Road,True,"BTP070 - Cholurpalya Junction, Magadi Road",,,,,,
FKID008313,13.0716059,77.5882491,"Sahakar Nagar Road, Olivia, Raintree Boulevard, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL7947,SCOOTER,,"[""NO PARKING""]",[113],2024-02-03 06:11:46+00,,2024-02-03 06:12:41.43809+00,FKDEV00613,FKUSR00595,,Kodigehalli,True,No Junction,,,,,,
FKID008314,12.9728481,77.5782906,"5th Cross Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL7948,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-02-03 06:10:46+00,,2024-02-03 06:12:49.358606+00,FKDEV00390,FKUSR00027,28.0,City Market,True,BTP044 - Sagar Theatre Junction,,,,,,
FKID008315,12.9733936,77.5509214,"1st Cross Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL7949,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-02-03 05:54:46+00,,2024-02-03 06:12:55.316473+00,FKDEV00622,FKUSR00603,29.0,Magadi Road,True,"BTP070 - Cholurpalya Junction, Magadi Road",,,,,,
FKID008316,13.0120398,77.5525803,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL7940,SCOOTER,,"[""NO PARKING""]",[113],2024-02-03 06:03:46+00,,2024-02-03 06:13:05.026121+00,FKDEV00427,FKUSR00421,19.0,Malleshwaram,False,No Junction,,,,,,
FKID008317,12.9728481,77.5782906,"5th Cross Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL7950,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-02-03 06:10:46+00,,2024-02-03 06:13:22.358473+00,FKDEV00390,FKUSR00027,28.0,City Market,True,BTP044 - Sagar Theatre Junction,,,,,,
FKID008318,12.9733936,77.5509214,"1st Cross Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL7951,SCOOTER,,"[""WRONG PARKING""]",[112],2024-02-03 05:55:46+00,,2024-02-03 06:13:28.643981+00,FKDEV00622,FKUSR00603,29.0,Magadi Road,True,"BTP070 - Cholurpalya Junction, Magadi Road",,,,,,
FKID008319,12.8841108,77.6414265,"1st Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL7952,LORRY/GOODS VEHICLE,,"[""WRONG PARKING""]",[112],2024-03-28 22:16:46+00,,2024-03-28 23:43:08.147324+00,FKDEV00121,FKUSR00122,44.0,Hulimavu,True,No Junction,,2024-04-15 21:48:26.246735+00,,,,
FKID008320,12.9265313,77.550677,"Dr Vishwesha Teertha Swamy Gala Road, Kathriguppe Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",FKN00GL7953,SCOOTER,,"[""NO PARKING""]",[113],2024-03-28 05:54:46+00,,2024-03-29 00:16:10.032174+00,FKDEV00379,FKUSR00375,23.0,Banashankari,True,BTP155 - Katriguppe Junction,,2024-04-15 22:14:43.842257+00,,,,
FKID008321,12.9737338,77.5508743,"1st Cross Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL7954,SCOOTER,,"[""WRONG PARKING""]",[112],2024-02-03 05:55:46+00,,2024-02-03 06:13:57.88142+00,FKDEV00622,FKUSR00603,29.0,Magadi Road,True,"BTP070 - Cholurpalya Junction, Magadi Road",,,,,,
FKID008322,12.9646504,77.5840269,"Sri Narasimha Raj Wadiyar Road, Shoukath Mohalla, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL7955,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-02-03 06:04:46+00,,2024-02-03 06:14:19.762596+00,FKDEV00664,FKUSR00642,12.0,Halasuru Gate,True,"BTP080 - NR Road, SP Road Junction",,,,,,
FKID008323,12.9649823,77.5840966,"Pailwan M Krishnappa Road, Shoukath Mohalla, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL7956,SCOOTER,,"[""WRONG PARKING""]",[112],2024-02-03 06:05:46+00,,2024-02-03 06:14:34.73029+00,FKDEV00664,FKUSR00642,12.0,Halasuru Gate,True,"BTP080 - NR Road, SP Road Junction",,,,,,
FKID008324,12.9649854,77.5840912,"Pailwan M Krishnappa Road, Shoukath Mohalla, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL7957,SCOOTER,,"[""WRONG PARKING""]",[112],2024-02-03 06:06:46+00,,2024-02-03 06:14:37.969251+00,FKDEV00664,FKUSR00642,12.0,Halasuru Gate,True,"BTP080 - NR Road, SP Road Junction",,,,,,
FKID008325,12.9650174,77.5840469,"Pailwan M Krishnappa Road, Shoukath Mohalla, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL7958,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-02-03 06:06:46+00,,2024-02-03 06:14:40.44141+00,FKDEV00664,FKUSR00642,12.0,Halasuru Gate,True,"BTP080 - NR Road, SP Road Junction",,,,,,
FKID008326,12.9265313,77.550677,"Dr Vishwesha Teertha Swamy Gala Road, Kathriguppe Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",FKN00GL7959,SCOOTER,,"[""NO PARKING""]",[113],2024-03-29 00:14:46+00,,2024-03-29 00:16:10.708903+00,FKDEV00379,FKUSR00375,23.0,Banashankari,True,BTP155 - Katriguppe Junction,,2024-04-15 22:15:40.029793+00,,,,
FKID008327,12.9717044,77.5977786,"Walton Road, Walton Road Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL7960,CAR,,"[""NO PARKING""]",[113],2024-03-29 00:17:46+00,,2024-03-29 00:18:47.881232+00,FKDEV00523,FKUSR00512,2.0,Cubbon Park,True,BTP063 - Siddalingaiah Circle,,2024-04-15 22:16:56.044113+00,,,,
FKID008328,13.0715991,77.5882593,"Sahakar Nagar Road, Olivia, Raintree Boulevard, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL7961,SCOOTER,,"[""NO PARKING""]",[113],2024-02-03 06:14:46+00,,2024-02-03 06:15:34.689999+00,FKDEV00613,FKUSR00595,,Kodigehalli,True,No Junction,,,,,,
FKID008329,13.0713935,77.5883173,"Sahakar Nagar Road, Olivia, Raintree Boulevard, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL4424,SCOOTER,,"[""NO PARKING""]",[113],2024-02-03 06:14:46+00,,2024-02-03 06:16:03.437594+00,FKDEV00613,FKUSR00595,,Kodigehalli,True,No Junction,,,,,,
FKID008330,12.9737338,77.5508743,"G Narayana Kumar Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL7962,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-02-03 05:55:46+00,,2024-02-03 06:16:39.271061+00,FKDEV00622,FKUSR00603,29.0,Magadi Road,True,"BTP070 - Cholurpalya Junction, Magadi Road",,,,,,
FKID008331,13.0714091,77.5883553,"Sahakar Nagar Road, Olivia, Raintree Boulevard, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL7963,SCOOTER,,"[""NO PARKING""]",[113],2024-02-03 06:15:46+00,,2024-02-03 06:16:47.609966+00,FKDEV00613,FKUSR00595,,Kodigehalli,True,No Junction,,,,,,
FKID008332,12.9861316,77.5558532,"10th Main Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL7964,CAR,,"[""NO PARKING""]",[113],2024-02-03 05:54:46+00,,2024-02-03 06:17:17.020611+00,FKDEV00294,FKUSR00293,6.0,Rajajinagar,True,"BTP210 - 50th cross, 12th Main , Rajajinagar",,,,,,
FKID008333,12.9737338,77.5508743,"G Narayana Kumar Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL7965,SCOOTER,,"[""NO PARKING""]",[113],2024-02-03 05:55:46+00,,2024-02-03 06:17:21.312702+00,FKDEV00622,FKUSR00603,29.0,Magadi Road,True,"BTP070 - Cholurpalya Junction, Magadi Road",,,,,,
